miRNA,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,e1036,e1048,e1059,e1044,e1026,e1051,e1041,e1037,e1007,e1045,e1043,e1047,e1029,e1046,e1008,e1019,e1033,e1017,e1049,e1034,e1061,e1015,e1004,e1024,e1039,e1003,e1014,e1001,e1052,e1038,e1020,e1042,e1060,e1054,e1023,e1063,e1062,e1005,e1010,e1055,e1050,e1027,e1006,e1011,e1013,e1009,e1030,e1012,e1040,e1002,e1053,e1032,e1058,e1016,e1056,e1057,e1035,e1031,e1022,e1021
hsa-miR-425-5p,2.295810712,2.530825556,2.305635163,2.162099347,2.218546412,2.336343941,2.460892058,2.201032461,2.252024359,2.234523719,2.409812639,2.336343941,2.258912677,2.260946619,2.426185668,2.257993067,2.633899989,2.264799619,2.102593384,2.313520522,1.986918032,2.394955948,2.416025856,2.394036338,2.293082194,2.007762062,2.334786656,2.503195699,2.672940356,2.170365119,2.008681672,1.980380825,1.906529888,2.750347783,2.293082194,2.187279606,2.297602404,2.640048019,1.864226247,2.358935708,2.413045139,2.195130657,2.16944551,2.358935708,2.023390695,2.334786656,2.486072316,2.119284415,1.952055137,2.465493809,2.275417347,2.409812639,2.432168225,2.310908113,2.770620079,2.365003895,2.493003758,2.333867046,2.378647583,2.188199215,2.587289733,2.297602404,2.513151512,2.154625419,2.180234529,2.442969525,2.339726252,2.150839138,2.448712239,2.197635289,2.632659757,2.362687232,2.300296709,2.381799613,2.434144045,2.10774692,2.379567192,2.674069766,2.207747286,2.349438304,2.019163656,2.667248352,2.549311849,2.361277622,2.162099347,2.099236937,2.22408918,2.243832532,2.303893835,2.735941739,2.376403504,2.34125531,2.63912841,2.16944551,2.151758748,1.485028281,2.181154139,2.483402235,2.561753109,2.47810763,2.198554899,2.692829048,1.906529888,2.587289733,2.007762062,2.283871523,2.162099347,2.261866229,2.290336242,2.413964749,2.230455816,2.442969525,2.654713439,2.481644605,2.508938859,2.608388639,2.540168099,2.197635289,2.477247776,2.100204709,2.64257237,2.446720338,2.143732207,2.125291974,2.222547537,2.247034976,2.353524374,2.042703926,2.243847403,2.29510599,2.464540214,2.158050667,2.173275519,2.293707992,2.574734435,2.194837929,2.439591375,1.75883539,1.883434522,2.447729429,2.575489743,2.207175414,2.32139587,2.505608027,2.521789985,2.295134413,2.182145726,2.06961667,2.258109734,2.369651111,2.167627549,2.808521543,2.814689983,2.503519365,2.473636059,2.283601054,2.247034976,2.267275675,2.156110106,2.430895149,2.247169922,2.50648834,2.369651111,2.339628388,2.421783247,2.618594878,2.556331853,2.553968902,2.366027477,2.119637149,2.112556178,2.4412105,2.000374332,2.493638491,2.421783247,2.306382842,2.39648624,2.349971999,2.045219471
hsa-miR-432-5p,2.101910207,1.698843755,1.45007924,1.759680165,1.937662362,2.220052819,1.9927708,2.238961875,0.757489837,1.763274245,2.46860915,1.72449192,1.698843755,1.670048649,1.988764857,1.661699626,0.995115128,2.194654348,1.766396979,1.226403092,1.585490219,1.789174817,2.101910207,1.828533064,2.575638828,1.248195693,2.146464695,2.076196073,1.789174817,2.168526449,1.245072958,1.203492443,1.578575233,1.756557431,2.016080073,1.644518287,1.877907666,1.782839111,1.908030969,2.15763177,2.184904153,0.913679433,1.745935704,1.419031181,1.903149394,1.728632105,1.874784932,1.126733856,2.42231172,1.661699626,2.276667701,2.072875168,1.869560782,2.59260433,2.197777082,2.120383584,2.212075041,2.332573035,2.41774649,1.35732499,2.092360894,1.653191564,1.304716053,2.33069236,1.463413356,2.392216129,1.858925524,2.055536629,1.995893535,1.644518287,-0.114792576,1.834296495,2.105032942,1.914514191,2.302371724,1.285706387,1.70647915,2.247263285,2.297446318,2.076196073,1.446956506,1.543910477,2.095619122,2.365490787,1.694198299,2.403633331,1.578575233,1.980643547,1.245072958,1.150689697,2.486599389,1.203492443,1.45007924,1.731754839,1.795421907,1.067090762,1.909737037,1.931669274,1.834296495,1.392365565,2.168526449,1.094784364,2.143897419,2.072652122,1.226403092,1.26897431,2.092360894,1.554673882,1.245072958,1.245072958,1.738901547,1.93625044,2.048502472,2.519890302,2.09556277,1.988764857,1.641395553,1.694198299,1.498059001,1.792679485,1.278121371,1.910051859,2.354168611,1.335421222,2.034666315,1.940632813,2.138120864,1.869976853,2.082861845,2.111543232,1.612968363,2.199320108,1.899071252,1.963519949,0.69097672,1.825440342,2.029983035,2.129565114,2.206226352,1.738048148,1.68597281,1.58534252,1.626097928,1.993725073,0.96852386,1.385538532,1.488777403,1.130878529,2.179941364,0.895519413,2.263290237,2.169888555,1.416981419,0.895519413,2.345591657,0.97707961,2.15792499,2.226735702,2.614289467,2.452493647,1.955034154,2.377136771,1.792735161,1.849398602,2.583897886,2.015595287,2.686734282,1.459169443,0.251074911,2.286774119,1.910051859,1.219786013,1.52361814,1.211230263,1.030248241,1.626097928,1.612968363,1.757119175,1.430075043
hsa-miR-450a-5p,1.057855509,1.546357419,1.13650546,1.13650546,1.097884028,1.099962285,1.097884028,1.015684289,1.13650546,1.199167649,1.369455525,1.282787854,1.304715079,0.092890449,1.607331189,1.099962285,0.090812192,1.327422316,1.561359205,1.306793335,1.199167649,1.057855509,0.964139329,1.548435675,1.680102119,0.91013686,1.255248374,1.51925243,1.51925243,1.680102119,0.766746463,1.409740251,1.507092659,1.559280949,1.134427204,1.351042811,1.444758991,1.168043666,0.55428737,0.766746463,1.5738969,1.898440234,1.839544721,0.964139329,1.306793335,1.442680735,1.228143384,0.91013686,0.552209113,1.306793335,1.13650546,1.134427204,1.475002954,0.845396414,1.201245906,1.507092659,0.090812192,1.744184775,1.306793335,1.199167649,1.5738969,1.819381733,0.552209113,0.675108539,1.735868036,1.13650546,1.057855509,1.492354951,1.13650546,0.76882472,0.766746463,1.13650546,1.609409445,1.817303477,2.111840962,0.908058604,1.388993074,1.698771041,1.39107133,1.388993074,1.583992875,1.505014402,1.810361474,1.533023551,0.76882472,1.057855509,1.609409445,1.280709598,1.850389995,1.583992875,1.444758991,1.561359205,1.409740251,1.996498728,1.388993074,1.775896555,1.856705626,1.535101807,1.170121922,1.691618561,1.228143384,1.425536249,1.883137462,1.597902381,1.306793335,1.620609618,1.427614506,1.96155599,1.51925243,1.228143384,2.018492317,1.620609618,1.672525202,1.642151856,1.461230968,1.442680735,1.442680735,1.597902381,1.698771041,1.47211892,1.109346441,1.395027201,1.572242232,1.58269367,1.789088207,1.136526484,1.618722779,1.692920272,1.329333773,1.168222795,0.981781205,1.115332637,0.863007609,1.346627362,1.363314032,1.410124382,0.806920244,0.806920244,1.080518143,1.017021124,1.410124382,1.25308743,1.209828414,1.522220087,2.223462567,1.231949671,1.815150689,1.479161518,2.048579874,1.527975754,0.863007609,1.192613849,1.444938877,1.329333773,1.943451834,0.620099151,0.981781205,1.115332637,1.259073627,1.760349398,1.259073627,1.567542107,1.988546252,1.298723357,1.504194734,1.901848471,1.27931163,0.94970539,1.049828702,0.908329628,0.981781205,1.055814899,1.346627362,0.981781205,1.761514032,1.937465637,1.231949671,1.612736582,1.017021124
hsa-miR-450b-5p,1.056065913,1.671676458,1.336475957,1.463473691,1.178464002,0.76476649,1.056065913,0.830351907,1.83937067,1.431489894,1.313954293,1.420168916,1.535142085,1.154614328,1.740822255,1.37195175,0.293738488,1.385029631,1.92164305,1.297770828,1.88901388,0.933667825,0.683586325,1.683547218,1.332866875,1.277012417,1.12165133,1.019045788,1.178464002,1.768281011,0.826742825,1.683547218,1.912187928,1.056065913,1.618424167,1.154614328,1.02265487,1.056065913,0.469857986,1.056065913,1.420168916,1.774877469,1.502775124,0.466248904,1.02265487,0.883555497,1.313954293,1.125260412,0.588646992,1.232185411,1.125260412,0.97849483,1.251579934,0.982103912,1.125260412,1.154614328,-0.001170017,1.744431337,0.887164579,0.826742825,1.182073084,1.730007481,0.466248904,0.592256074,1.791380357,0.592256074,1.178464002,1.707411212,1.182073084,1.154614328,0.761157408,1.255189016,1.37195175,1.401086746,1.852448553,0.826742825,1.056065913,1.523484834,1.125260412,1.48646471,1.350974418,1.12165133,1.350974418,1.090121126,0.29734757,1.090121126,1.592679332,0.761157408,1.511499167,1.151005246,1.182073084,1.125260412,1.093730208,2.053290699,1.332866875,1.722607937,1.416559834,1.816051792,1.059674995,1.683547218,1.332866875,0.883555497,1.827870969,1.255189016,1.336475957,1.778486551,1.791380357,1.499166042,1.568311839,1.251579934,2.063461615,1.476981588,1.207866619,1.232185411,1.232185411,1.12165133,0.933667825,1.125260412,1.445913751,1.550634051,1.085259327,1.161317526,1.736664968,1.705959569,1.818021706,0.993895792,1.50266437,1.849985065,1.085259327,1.00247623,1.161317526,1.093839765,0.502288091,1.226470033,1.421081388,1.494083932,0.993895792,1.041865473,0.993895792,0.726281893,1.226470033,1.571437411,1.357449053,1.429661826,2.099227388,1.494083932,1.988616212,1.705959569,2.245433545,1.195058209,1.00247623,0.94885069,1.050445911,1.255853832,1.50266437,0.81787167,0.624686672,0.63326711,0.888055067,1.50266437,1.050445911,1.31805981,1.726658173,1.00247623,1.400842907,1.826225368,1.00247623,0.81787167,1.041865473,0.734862331,0.993895792,1.00247623,1.556982519,0.809291232,1.526618546,1.542053613,1.309479372,1.440458392,0.940270252
hsa-miR-451a,5.086290832,5.233960504,4.88725715,4.962506082,4.220616889,4.158274374,4.965016467,4.05035985,5.085536658,4.376032881,4.638807864,4.164495524,4.53530159,4.977405634,4.941464269,4.533955252,5.109622641,4.265481687,4.733656732,4.823506322,4.373406142,4.468001093,4.997203254,4.684816951,4.401625992,4.265933531,4.741738817,4.975680717,5.187527515,4.192018932,4.420879672,4.031793852,4.444162083,5.305772673,4.418738827,4.623378238,4.781202165,5.285435984,3.832532484,4.924157656,4.869020391,5.09354778,4.543160034,4.807533822,4.098121399,4.68154047,5.374543658,4.599042525,3.86662205,5.038460941,3.845755907,4.564895104,4.471473311,4.084053965,5.275037056,4.237171526,4.485802751,4.356701504,4.151174967,4.904837292,4.808312901,4.872744648,4.549236164,4.185233624,4.311269333,4.645542209,4.675403765,4.138872924,4.87496209,4.200165524,5.193998558,4.715011874,4.603163567,4.367079711,4.450733659,4.231323152,4.704604673,5.288344043,4.39075875,4.982051121,3.965924932,5.033821707,4.927520216,4.513827986,4.207474891,4.086405567,4.824748889,4.221252141,4.525613045,5.17799506,4.990065593,4.9055162,5.058017699,4.801386293,4.620463189,4.446724194,4.442634573,4.635753837,5.017052544,5.130008521,4.049395384,5.139651445,4.306076029,4.900252018,3.996760224,4.770919803,4.140828099,4.555787168,4.304253563,4.192018932,4.341291485,4.426017905,4.873685659,4.640630672,5.011717096,5.030873844,5.136568996,4.302356127,4.347382155,4.615474598,5.337783426,4.675311529,4.531061111,4.234998925,4.536801824,4.342738554,4.651076707,4.351453859,4.265340524,4.608957173,4.869077245,4.157331521,4.106195797,4.510275746,5.077476139,4.123802117,4.985583489,3.964600458,4.085132443,4.922378251,5.093674724,4.636518908,4.821611233,4.786797371,4.507155778,4.834822563,4.775324277,4.455679927,4.224431611,4.520036223,4.63835229,5.302288711,5.324834614,4.8378563,4.490979116,5.011453928,4.417814405,4.59588451,3.973906269,4.367926209,4.695614516,4.763236118,4.669089177,4.638695896,4.579487944,5.034025341,4.656296907,5.345069683,4.851125721,4.299399805,4.316562511,4.903604664,4.189843934,4.947010984,4.873779557,3.908045226,5.005255534,4.551651114,4.361014159
hsa-miR-483-5p,0.68311266,0.462191859,0.463005302,2.112494495,-0.012933694,-0.012120252,0.286837154,1.379972457,-0.012120252,0.286837154,0.68311266,0.287650597,0.586608002,1.883009495,-0.012933694,1.67100608,1.323873905,0.462191859,0.683926102,1.379972457,1.757779909,-0.012933694,1.704129879,1.129213763,0.761962707,1.713027256,1.061733555,0.88637885,1.303755025,0.286837154,0.462191859,0.829442914,1.024916499,1.186149699,0.462191859,1.679743305,1.42898461,1.024103056,0.587421444,1.096350258,1.261284582,-0.012933694,1.720962852,0.462191859,0.938130854,1.642869158,1.458009062,1.549522002,-0.012933694,1.304568468,1.728755459,0.761962707,1.603525873,0.463005302,0.762776149,1.024916499,1.323873905,1.837443398,0.887192293,-0.012933694,1.213181951,1.186963141,0.88637885,1.186963141,1.213181951,0.983696951,1.12840032,3.653993313,-0.012120252,1.097163701,1.396121107,0.762776149,0.287650597,0.88637885,1.687494061,1.12840032,1.818223863,0.286837154,1.362317846,0.761962707,-0.012933694,1.282654357,1.23708826,2.064699316,1.024916499,1.096350258,1.062546998,1.876756007,0.68311266,0.761962707,1.186963141,0.587421444,0.463005302,2.166250513,0.68311266,0.938130854,0.761962707,0.829442914,2.380948503,2.0583642,2.053931674,1.485920546,1.825260117,1.396934549,1.872060103,1.643682601,1.643682601,1.212368508,0.761962707,2.046601365,2.613339749,1.957330936,1.42898461,0.887192293,1.261284582,1.499228609,0.68311266,1.7998129,1.613702294,0.885323142,0.041378408,0.739572971,1.486930954,0.041378408,1.081615766,2.306034924,1.186019174,1.119362405,1.318713353,0.34185869,2.007677512,0.943250753,1.340749285,1.401595536,0.041378408,2.096001318,1.382311798,1.607840361,0.818666373,1.63067788,1.437767535,0.517970342,0.64277047,2.038943848,1.244162534,0.64277047,0.34207444,0.34207444,1.871638577,1.040269003,1.544642815,0.943250753,0.041162658,1.295258307,0.517754592,0.818450623,2.149626619,1.69254109,2.072330523,1.501938264,1.583517705,1.454566228,1.902634088,0.885323142,2.276941611,1.673034686,1.641445316,0.818450623,0.041378408,0.642554721,1.595954339,0.739357221,1.081615766,0.739572971,0.041378408,0.34207444,1.154085945,0.818666373,1.040269003
hsa-miR-484,2.337880258,2.361305674,2.445637843,2.296431281,2.214694138,2.426455993,2.340062956,2.398850183,2.574523881,2.344395639,2.342234714,2.352778705,2.415778258,2.736469235,2.433684304,2.250782295,3.002949769,2.492633669,2.489406412,2.587010758,2.428389761,2.248253978,2.457571081,2.326644272,2.361305674,2.271666561,2.450879602,2.548570149,2.545870672,2.413946269,2.510626482,2.426455993,2.217437796,2.731361291,2.965550727,2.322131057,2.261350249,2.565718325,2.193691324,2.577204659,2.470497317,2.2289946,2.181311492,2.367480572,1.981426767,2.266693554,2.684828991,2.375424767,2.563123918,2.575788889,2.402634178,2.551252911,2.497202407,2.56556388,2.842634227,2.527747334,2.68776639,2.587010758,2.171788808,2.501723471,2.640224683,2.641311922,2.560513882,2.324393542,2.483194626,2.530560751,2.64471181,2.389243034,2.700115456,2.289149351,2.60406346,2.815898381,2.639134708,2.397100165,2.509155293,2.385494168,2.350814492,3.0164106,2.553764718,3.212613549,2.500221685,2.662657126,2.577204659,2.549913606,2.421073755,2.7260342,2.478476634,2.671864986,2.402788623,2.752037882,2.589465523,2.529156327,2.796606014,2.726772164,2.449190459,1.991274114,2.329037816,2.656253563,2.610954124,2.629199542,2.587165203,2.770967934,2.308302288,2.675740939,2.046075224,2.564268618,2.588239879,2.433684304,2.530715196,2.659543834,2.616738784,2.582059109,2.609787866,2.665593762,2.786627823,2.694543853,2.83591131,2.369365022,2.590842154,2.288745157,2.857678981,2.576347709,2.45593469,2.29202501,2.309939104,2.179866892,2.457578029,2.555995966,2.293850246,2.502559436,2.684621621,2.22739864,2.358437905,2.470693999,2.764427493,2.184584619,2.450900607,1.819614776,2.17027388,2.624659061,2.672671579,2.297477727,2.555002484,2.583317778,2.607390049,2.663486812,2.443237665,2.218414015,2.329216152,2.531497607,2.498039315,2.883458368,2.820468065,2.759501131,2.582384443,2.682058919,2.652518258,2.559356704,2.509252093,2.553402572,2.539181643,2.755537896,2.487298651,2.467445149,2.689747506,2.713124892,2.77986364,2.581449083,2.619550507,2.438446343,2.330498596,2.556389904,2.301074979,2.667337576,2.464605495,2.075765014,2.470693999,2.632210293,2.585711801
hsa-miR-486-3p,2.173665105,2.402709677,2.420731599,1.941057772,2.37308746,2.47778615,2.589741115,2.488796606,1.839254856,2.500171975,2.251989757,2.342728856,2.395116879,2.403303258,2.356604562,2.246607487,2.749413283,2.27307624,1.958733398,2.721213168,1.693195547,2.256293573,2.266861942,2.293597274,2.285232655,2.482715757,2.663378517,2.761004207,2.877615203,2.392040461,2.468018491,2.040893302,1.763534066,2.768555588,2.26266681,1.908190894,2.44557509,2.656085001,1.856208823,2.540943988,2.413558459,2.099508591,1.917849807,2.531120058,2.058273014,2.456281978,2.708259391,2.144082912,2.247640874,2.66752587,2.349537444,2.762272344,2.428948792,2.529038318,2.804115367,2.341009126,2.690583766,2.235648684,2.263561454,2.245449235,2.563711741,2.524631757,2.718233119,2.261479672,2.160371843,2.48637494,2.928127733,2.061663355,2.874623927,2.592902759,2.58588666,2.35623621,2.25728454,1.94190104,2.663378517,2.369842799,2.63512624,2.530014027,2.539854411,2.232050831,2.50607982,2.746135329,2.623794815,2.535514962,2.42497676,2.680685792,2.413558459,2.42753375,2.285232655,2.910341312,2.569716394,2.714957266,2.853597042,2.224392859,2.234314131,1.475659978,2.234314131,2.361190319,2.744031012,2.326988738,2.460231115,2.753312978,1.93651877,2.709316235,1.975687365,2.427782949,2.183666613,2.005269559,2.648661108,2.62993474,2.100325159,2.186176074,2.685953196,2.430570305,2.733449177,2.76163876,2.90228539,2.562702471,2.456281978,2.054509005,2.6631998,2.449847888,2.393424147,1.909884103,2.166958584,2.324044312,2.318007967,2.272789554,2.398379423,2.605209622,2.550092289,2.611442702,2.239284211,2.359947501,2.452064998,2.076613981,2.855862393,2.186242085,2.09057331,2.576597186,2.393424147,2.215615033,2.443136407,2.584392976,2.236555759,2.318282346,2.393424147,2.403285636,1.911955799,2.553709265,2.329081577,2.69919971,2.70692231,2.611472519,2.342584413,2.229340263,2.689915334,2.555780959,2.242555005,2.449949989,2.686055082,2.708197788,2.367876045,2.405075596,2.63496144,2.596825441,2.745011006,2.368533977,2.633429681,2.054509005,2.134453593,2.37105573,1.971905374,2.622572709,2.104150144,1.782512233,2.208433409,2.458657425,2.246703351
hsa-miR-486-5p,4.392735463,4.670145988,4.760259543,4.630335986,4.270930156,4.191584708,4.760770591,4.508152338,4.961432594,4.317534078,4.421686846,4.18828427,4.522827602,5.196193482,4.449052228,4.507132585,5.154602949,4.227841296,4.260616605,4.780490947,4.03590114,4.39566524,4.289401009,4.063713678,4.233294751,4.417971648,4.577672504,4.876068181,5.156044445,4.173252026,4.741122932,4.124072857,4.33309833,5.201497238,5.015249776,4.326018772,4.661457906,4.919539801,4.096298285,4.872803592,4.551543084,4.418049613,4.170589283,4.807108103,3.999910974,4.561485564,5.082031968,4.75201075,4.330418804,4.930413065,4.209375776,4.850320321,4.417860355,4.22563031,5.117141739,4.269970994,5.163359582,4.404925506,4.17706261,4.774937924,4.899463066,4.664695394,4.910752634,4.366913538,4.168039834,4.908515543,5.078036174,4.374372317,4.96986102,4.822622836,5.330205749,4.821626891,4.457157091,4.156682275,4.335533341,4.755093529,4.742299831,4.867463219,4.498918156,4.926327685,4.338526069,4.877855879,4.692019638,4.57703904,4.517512876,4.641289996,4.572498725,4.683281524,4.363797978,4.996174101,4.685907067,4.738244098,5.188561509,4.531222374,4.468129743,3.979908844,4.060447773,4.442943667,4.965350785,4.608164805,4.251071692,5.079867368,3.941923846,4.881101875,4.257549885,4.469336864,4.576951487,4.172856979,4.435909829,4.993413877,4.300382469,4.375714108,4.648734303,4.611043881,4.84602656,4.979344123,5.041364862,4.288815925,4.246599479,4.333013723,5.210493679,4.652709181,4.323728699,4.592488533,4.331415604,4.440677602,4.55230951,4.333104996,4.253829128,4.645581072,5.01090474,4.360873155,4.42305962,4.464881764,5.018285951,4.33363005,5.036508797,4.132430029,4.221276517,4.836501162,4.746729041,4.287176746,4.556471615,4.609111609,4.439468966,4.652047017,4.426394042,4.441370146,4.273975593,4.571574112,4.505543404,4.981313359,5.069570285,4.737286783,4.436526436,4.7178327,4.691246306,4.531780407,4.273915321,4.112663228,4.798847159,4.744406688,4.506001821,4.55190942,4.562201173,4.640052928,4.668165907,4.916154257,4.797102735,4.26919186,4.107882739,4.680625349,4.17084351,4.851634812,4.62169131,3.994421643,4.530172993,4.825949368,4.73227263
hsa-miR-493-5p,1.168994231,1.168994231,0.895081506,1.360540168,1.620596482,1.608656501,1.13350577,1.313826574,0.826735862,1.287934186,2.001509181,1.525279958,1.337248193,1.095477731,1.766245025,1.053220145,0.031775013,1.783634277,1.459475118,0.646965173,1.261055104,1.005956436,1.201851414,1.360540168,1.98013786,0.745900123,1.359990053,1.201851414,0.745350008,1.493047148,0.518865725,0.745900123,1.095477731,0.031775013,1.757287769,0.745900123,1.360540168,1.005956436,1.134055885,1.458925003,1.540310857,0.339095036,1.261605219,0.646415058,1.360540168,0.826185747,1.13350577,0.51941584,1.458925003,1.232990834,1.313826574,1.287934186,1.13350577,1.96960317,1.261605219,1.554848851,1.05267003,1.903124347,1.699924936,0.894531391,0.826735862,1.053220145,0.031775013,1.382172218,1.053220145,1.476864369,1.094927616,1.337798308,1.493597263,0.646965173,0.031775013,1.288484301,1.382172218,1.440825793,1.644568216,0.826185747,0.646415058,1.748145815,1.66786019,1.748145815,0.518865725,0.894531391,1.13350577,1.554298736,0.51941584,1.440825793,1.134055885,1.359990053,0.745350008,0.339095036,1.883119341,0.745900123,0.646965173,1.169544346,1.458925003,0.954285196,1.313276459,1.441375908,1.006506551,1.261605219,1.539760742,0.031775013,1.775575012,1.608656501,0.339645151,0.954285196,1.74869593,1.094927616,0.826185747,0.339095036,1.441375908,1.095477731,1.493597263,1.862168872,1.656635058,1.201851414,1.005956436,0.954285196,1.005956436,1.04515197,0.624154777,1.536788338,1.758480539,0.980730265,1.553761488,0.815585683,1.472741008,1.29564792,1.380218739,1.327468497,0.863558319,1.429828023,1.124231064,1.043515322,-0.0313639,1.227607351,1.353932415,1.279673455,1.545363321,1.071615887,1.227607351,1.227607351,1.043515322,1.482798227,0.250952628,0.906471305,0.815585683,0.698413737,1.571692174,-0.0313639,1.616994004,1.723304062,0.982366913,0.533269155,1.829316496,0.252589276,1.500560325,1.676705109,1.811982108,1.774929607,1.297284568,1.946488443,1.3672876,1.355569063,1.978430825,1.48116158,1.881043046,0.534905803,-0.0313639,1.728771212,1.3672876,0.625791425,1.097902211,0.761198794,0.533269155,0.761198794,0.980730265,1.122594416,1.013331392
hsa-miR-500a-3p,1.512797464,1.597087363,1.480076142,1.001467143,1.001861681,1.292617307,1.001861681,0.804046397,1.717531061,1.172173609,1.172173609,1.342090999,1.542813152,0.880628907,1.6336357,0.880628907,0.128411191,1.609626829,1.426380898,1.406840589,1.342485537,1.001861681,1.051335373,0.880628907,1.172173609,1.135230734,1.095591099,1.135625272,1.407235127,1.407235127,1.265903026,1.570431719,1.462929235,1.365195981,1.463323773,1.050940835,1.050940835,1.265903026,0.804046397,0.710711518,1.171779071,1.512797464,1.135230734,0.710711518,0.589478744,0.945773035,1.542813152,0.71031698,0.945773035,1.135230734,0.804046397,1.051335373,0.804440935,0.880628907,1.318082127,1.050940835,0.419561355,1.292617307,0.71031698,1.426775436,0.804046397,1.236528661,0.589873282,0.804046397,1.318082127,0.804046397,0.945773035,0.71031698,1.542418614,0.71031698,1.205794819,1.426380898,1.265508488,1.095591099,0.881023445,1.001861681,1.265903026,1.293011845,1.445052456,1.609626829,1.172173609,1.407235127,1.236923199,0.804440935,0.419166817,1.051335373,1.135230734,0.804440935,1.342485537,1.095591099,1.095196561,1.342090999,1.426380898,1.135230734,1.205794819,1.364801443,1.135625272,1.406840589,1.236528661,0.945378497,1.051335373,1.236923199,1.050940835,1.001467143,1.050940835,1.205400281,1.095196561,1.051335373,1.318476665,0.945773035,1.512402926,1.265508488,1.171779071,1.205400281,1.406840589,1.265903026,1.55705319,0.71031698,1.001861681,1.1290409,1.702246963,1.152276215,0.970295111,1.459525054,1.152276215,1.000960984,1.211885975,1.372893855,0.970295111,1.105857956,1.695410067,0.863136047,0.726442156,0.970295111,1.722186508,0.970295111,1.193620201,0.448282785,0.777635894,1.283539691,1.330314091,1.05692631,1.106989002,1.1290409,1.399298208,1.231652982,1.266865836,1.05692631,1.26573479,0.970295111,0.936381682,1.26573479,1.501619803,1.173397741,0.82179206,1.343804387,0.822923106,0.969164065,0.936381682,1.230521935,1.105857956,1.385148373,1.330314091,1.192489155,1.000960984,1.399298208,0.999829937,1.815220438,1.29964822,0.726442156,0.727573202,0.999829937,0.822923106,1.231652982,1.213017021,1.05692631,1.106989002,1.399298208,1.106989002
hsa-miR-501-3p,1.880026947,2.076654615,2.257577325,1.842719161,1.687591823,1.721997048,2.10580781,2.218751073,1.983915445,1.870267501,1.875175595,1.887456577,2.111403056,2.45602646,1.898890223,1.968654226,2.614685029,1.929988689,1.972521878,2.375852567,2.091484329,1.978462198,1.903476468,1.832094866,1.788792405,2.22932184,2.06749853,2.14861046,2.509582951,1.817744384,2.216555054,2.189951996,1.792636817,2.593204534,2.706140946,2.154063707,2.117550492,2.249811042,1.601274936,2.302334159,2.012867423,1.855189091,1.774520165,2.153666392,1.551848786,1.950870472,2.484075347,2.334086241,1.850040104,2.390324251,1.69304507,2.114172949,2.032105843,1.76199275,2.59809066,1.821194584,2.49646822,2.141384879,1.707770695,2.239698812,2.22932184,2.106506769,2.259685315,1.873067604,1.858167675,2.305482654,2.572421693,1.905905142,2.377322401,2.22932184,2.730986542,2.412488464,2.16393798,1.860275665,2.10580781,2.362971919,2.273130221,2.524382776,2.365417,2.643804494,1.938466497,2.511729438,2.298792895,2.178070782,2.125646638,2.16604597,2.280368659,2.438207277,1.993450836,2.479476537,2.300226169,2.301985657,2.682614719,2.319186312,2.216555054,1.661946605,1.806402146,2.22932184,2.552333258,2.419181386,2.192059986,2.613006478,1.887456577,2.263392253,2.106506769,2.231404411,2.415178456,1.880026947,2.07362473,2.468941157,2.143951476,2.280368659,2.453586702,2.239632856,2.447424517,2.488624305,1.082313845,1.952816979,2.028735244,1.953963011,2.728458234,2.272246601,1.938210744,2.141266119,1.952875329,2.237781365,2.362806185,2.038557784,2.032486857,2.198823237,2.775681133,1.876930983,1.9815975,2.10594912,2.213336961,1.839257838,2.283202518,1.450503115,1.759646309,2.353560136,2.174145458,1.725992704,1.960041801,2.223692952,2.038557784,2.000914957,2.026337592,2.007398886,2.125360973,1.994341592,1.961023309,2.589048578,2.60017503,2.229771741,2.026408068,2.435405893,2.257235552,2.254954085,2.14481516,2.115327732,2.198823237,2.545873594,2.164980534,2.078448235,2.067803855,2.268537934,2.251156763,2.680913182,2.213336961,1.657935614,1.714225157,2.050241103,1.702159667,2.150893949,1.839257838,1.714225157,2.353560136,2.126449545,2.221625194
